country,timestamp,temperature_celsius,feels_like,humidity_percent,pressure_hpa,wind_speed_mps,weather_description,cloudiness_percent,latitude,longitude,hour,day_of_week,day_of_month,month,is_weekend,temp_lag_1,temp_lag_2,temp_lag_4,humidity_lag_1,pressure_lag_1,temp_rolling_mean_24h,temp_rolling_std_24h,temp_rolling_max_24h,temp_rolling_min_24h,temp_change_6h,target_temp_24h,city_Cancún,city_Guadalajara,city_Mexico City,city_Monterrey,city_Toluca
MX,2025-11-06 20:47:28.566501,25.87,24.88,14,1012,0.0,clear sky,0,20.6667,-103.3333,20,3,6,11,0,8.87,11.59,25.87,81.0,1021.0,15.549999999999999,7.458972225894577,25.87,8.87,17.0,26.87,False,True,False,False,False
MX,2025-11-07 02:47:28.578127,14.87,13.35,36,1016,1.54,clear sky,0,20.6667,-103.3333,2,4,7,11,0,25.87,8.87,15.87,14.0,1012.0,15.299999999999999,7.461429711076381,25.87,8.87,-11.000000000000002,16.1,False,True,False,False,False
MX,2025-11-07 08:47:28.595850,8.87,8.32,66,1019,1.54,clear sky,0,20.6667,-103.3333,8,4,7,11,0,14.87,25.87,11.59,36.0,1016.0,14.620000000000001,8.015609770940701,25.87,8.87,-6.0,12.87,False,True,False,False,False
MX,2025-11-07 14:47:28.604093,8.87,8.87,76,1020,0.0,clear sky,0,20.6667,-103.3333,14,4,7,11,0,8.87,14.87,8.87,66.0,1019.0,14.62,8.015609770940701,25.87,8.87,0.0,11.87,False,True,False,False,False
MX,2025-11-07 20:47:28.597468,26.87,25.92,17,1010,0.0,clear sky,0,20.6667,-103.3333,20,4,7,11,0,8.87,8.87,25.87,76.0,1020.0,14.87,8.485281374238573,26.87,8.87,18.0,24.87,False,True,False,False,False
MX,2025-11-08 02:47:28.585424,16.1,14.63,33,1014,1.36,clear sky,3,20.6667,-103.3333,2,5,8,11,1,26.87,8.87,14.87,17.0,1010.0,15.1775,8.5075393034649,26.87,8.87,-10.77,17.87,False,True,False,False,False
MX,2025-11-08 08:47:28.586218,12.87,12.35,82,1015,0.0,clear sky,0,20.6667,-103.3333,8,5,8,11,1,16.1,26.87,8.87,33.0,1014.0,16.177500000000002,7.717397553579836,26.87,8.87,-3.230000000000002,11.87,False,True,False,False,False
MX,2025-11-08 14:47:28.598705,11.87,11.38,87,1018,0.0,scattered clouds,40,20.6667,-103.3333,14,5,8,11,1,12.87,16.1,8.87,82.0,1015.0,16.9275,6.869732527544288,26.87,11.87,-1.0,17.67,False,True,False,False,False
MX,2025-11-08 20:47:28.600730,24.87,24.07,25,1009,0.0,scattered clouds,40,20.6667,-103.3333,20,5,8,11,1,11.87,12.87,26.87,87.0,1018.0,16.427500000000002,5.910715551719045,24.87,11.87,13.000000000000002,28.21,False,True,False,False,False
MX,2025-11-09 02:47:28.588414,17.87,16.97,48,1014,0.0,broken clouds,75,20.6667,-103.3333,2,6,9,11,1,24.87,11.87,16.1,25.0,1009.0,16.87,5.944184833375672,24.87,11.87,-7.0,17.5,False,True,False,False,False
MX,2025-11-09 08:47:28.592463,11.87,11.1,76,1015,0.0,scattered clouds,40,20.6667,-103.3333,8,6,9,11,1,17.87,24.87,12.87,48.0,1014.0,16.62,6.184658438426494,24.87,11.87,-6.000000000000002,10.24,False,True,False,False,False
MX,2025-11-09 14:47:28.653528,17.67,16.77,49,1018,0.87,scattered clouds,30,20.6667,-103.3333,14,6,9,11,1,11.87,17.87,11.87,76.0,1015.0,18.07,5.319147801418322,24.87,11.87,5.8000000000000025,11.87,False,True,False,False,False
MX,2025-11-09 20:47:28.610853,28.21,26.94,22,1011,1.26,scattered clouds,43,20.6667,-103.3333,20,6,9,11,1,17.67,11.87,24.87,49.0,1018.0,18.905,6.7987915592895405,28.21,11.87,10.54,24.87,False,True,False,False,False
MX,2025-11-10 02:47:28.561429,17.5,16.43,43,1017,1.3,overcast clouds,99,20.6667,-103.3333,2,0,10,11,0,28.21,17.67,17.87,22.0,1011.0,18.8125,6.820050708511388,28.21,11.87,-10.71,18.87,False,True,False,False,False
MX,2025-11-10 08:47:28.630272,10.24,8.78,56,1021,1.84,overcast clouds,100,20.6667,-103.3333,8,0,10,11,0,17.5,28.21,11.87,43.0,1017.0,18.405,7.397398191256167,28.21,10.24,-7.26,12.87,False,True,False,False,False
MX,2025-11-10 14:47:28.630727,11.87,10.97,71,1025,0.0,scattered clouds,40,20.6667,-103.3333,14,0,10,11,0,10.24,17.5,17.67,56.0,1021.0,16.955,8.122407278633595,28.21,10.24,1.629999999999999,10.87,False,True,False,False,False
MX,2025-11-10 20:47:28.629254,24.87,24.35,36,1016,2.57,scattered clouds,40,20.6667,-103.3333,20,0,10,11,0,11.87,10.24,28.21,71.0,1025.0,16.12,6.610693357482758,24.87,10.24,13.000000000000002,21.87,False,True,False,False,False
MX,2025-11-11 02:47:28.633444,18.87,17.99,45,1021,2.06,broken clouds,75,20.6667,-103.3333,2,1,11,11,0,24.87,11.87,17.5,36.0,1016.0,16.4625,6.740244184498561,24.87,10.24,-6.0,15.87,False,True,False,False,False
MX,2025-11-11 08:47:28.588278,12.87,11.83,62,1024,2.57,scattered clouds,40,20.6667,-103.3333,8,1,11,11,0,18.87,24.87,10.24,45.0,1021.0,17.12,6.02079728939615,24.87,11.87,-6.000000000000002,9.87,False,True,False,False,False
MX,2025-11-11 14:47:28.592322,10.87,9.87,71,1025,0.0,scattered clouds,40,20.6667,-103.3333,14,1,11,11,0,12.87,18.87,11.87,62.0,1024.0,16.87,6.32455532033676,24.87,10.87,-2.0,8.87,False,True,False,False,False
MX,2025-11-11 20:47:28.582656,21.87,21.03,35,1016,1.54,few clouds,20,20.6667,-103.3333,20,1,11,11,0,10.87,12.87,24.87,71.0,1025.0,16.119999999999997,5.1234753829798,21.87,10.87,11.000000000000002,24.87,False,True,False,False,False
MX,2025-11-12 02:47:28.627674,15.87,15.05,59,1020,0.0,clear sky,0,20.6667,-103.3333,2,2,12,11,0,21.87,10.87,18.87,35.0,1016.0,15.37,4.79583152331272,21.87,10.87,-6.000000000000002,16.87,False,True,False,False,False
MX,2025-11-12 08:47:28.601525,9.87,9.87,81,1020,0.0,scattered clouds,40,20.6667,-103.3333,8,2,12,11,0,15.87,21.87,12.87,59.0,1020.0,14.620000000000001,5.5,21.87,9.87,-6.0,11.87,False,True,False,False,False
MX,2025-11-12 14:47:28.614792,8.87,8.87,87,1022,0.0,few clouds,20,20.6667,-103.3333,14,2,12,11,0,9.87,15.87,10.87,81.0,1020.0,14.12,6.020797289396148,21.87,8.87,-1.0,9.87,False,True,False,False,False
MX,2025-11-12 20:47:28.615077,24.87,23.91,19,1014,1.54,scattered clouds,40,20.6667,-103.3333,20,2,12,11,0,8.87,9.87,21.87,87.0,1022.0,14.87,7.3484692283495345,24.87,8.87,16.0,25.87,False,True,False,False,False
MX,2025-11-13 02:47:28.551303,16.87,15.71,42,1018,0.0,few clouds,20,20.6667,-103.3333,2,3,13,11,0,24.87,8.87,15.87,19.0,1014.0,15.120000000000001,7.4105780251385704,24.87,8.87,-8.0,16.87,False,True,False,False,False
MX,2025-11-13 08:47:28.570539,11.87,10.97,71,1018,0.0,few clouds,20,20.6667,-103.3333,8,3,13,11,0,16.87,24.87,9.87,42.0,1018.0,15.62,6.994045086119097,24.87,8.87,-5.000000000000002,11.87,False,True,False,False,False
MX,2025-11-13 14:47:28.620716,9.87,9.87,81,1021,0.0,scattered clouds,40,20.6667,-103.3333,14,3,13,11,0,11.87,16.87,8.87,71.0,1018.0,15.87,6.683312551921142,24.87,9.87,-2.0,8.87,False,True,False,False,False
MX,2025-11-13 20:47:28.593381,25.87,24.88,14,1013,0.0,few clouds,20,20.6667,-103.3333,20,3,13,11,0,9.87,11.87,24.87,81.0,1021.0,16.12,7.135591542869217,25.87,9.87,16.0,26.87,False,True,False,False,False
MX,2025-11-14 02:47:28.603724,16.87,15.55,36,1016,0.0,clear sky,0,20.6667,-103.3333,2,4,14,11,0,25.87,9.87,16.87,14.0,1013.0,16.119999999999997,7.135591542869217,25.87,9.87,-9.0,16.87,False,True,False,False,False
MX,2025-11-14 08:47:28.602955,11.87,10.73,62,1017,0.0,few clouds,20,20.6667,-103.3333,8,4,14,11,0,16.87,25.87,11.87,36.0,1016.0,16.12,7.135591542869217,25.87,9.87,-5.000000000000002,11.87,False,True,False,False,False
MX,2025-11-14 14:47:28.562220,8.87,8.87,76,1019,0.0,few clouds,20,20.6667,-103.3333,14,4,14,11,0,11.87,16.87,9.87,62.0,1017.0,15.870000000000001,7.438637868140467,25.87,8.87,-3.0,9.87,False,True,False,False,False
MX,2025-11-14 20:47:28.625213,26.87,25.95,18,1011,2.06,clear sky,0,20.6667,-103.3333,20,4,14,11,0,8.87,11.87,25.87,76.0,1019.0,16.119999999999997,7.8898669190297515,26.87,8.87,18.0,27.87,False,True,False,False,False
MX,2025-11-15 02:47:28.590563,16.87,15.71,42,1015,1.54,clear sky,0,20.6667,-103.3333,2,5,15,11,1,26.87,8.87,16.87,18.0,1011.0,16.12,7.8898669190297515,26.87,8.87,-10.0,19.87,False,True,False,False,False
MX,2025-11-15 08:47:28.600652,11.87,10.63,58,1016,2.57,clear sky,0,20.6667,-103.3333,8,5,15,11,1,16.87,26.87,11.87,42.0,1015.0,16.12,7.8898669190297515,26.87,8.87,-5.000000000000002,12.87,False,True,False,False,False
MX,2025-11-15 14:47:28.604894,9.87,9.87,81,1017,0.0,clear sky,0,20.6667,-103.3333,14,5,15,11,1,11.87,16.87,8.87,58.0,1016.0,16.369999999999997,7.593857166596346,26.87,9.87,-2.0,11.87,False,True,False,False,False
MX,2025-11-15 20:47:28.634487,27.87,26.84,26,1010,1.54,clear sky,0,20.6667,-103.3333,20,5,15,11,1,9.87,11.87,26.87,81.0,1017.0,16.62,8.057087976847882,27.87,9.87,18.0,28.66,False,True,False,False,False
MX,2025-11-16 02:47:28.602476,19.87,19.19,49,1015,0.0,few clouds,20,20.6667,-103.3333,2,6,16,11,1,27.87,9.87,16.87,26.0,1010.0,17.369999999999997,8.225975119502046,27.87,9.87,-8.0,19.87,False,True,False,False,False
MX,2025-11-16 08:47:28.574486,12.87,12.35,82,1016,0.0,few clouds,20,20.6667,-103.3333,8,6,16,11,1,19.87,27.87,11.87,49.0,1015.0,17.62,8.015609770940701,27.87,9.87,-7.000000000000002,13.39,False,True,False,False,False
MX,2025-11-16 14:47:28.579346,11.87,11.57,94,1017,0.0,clear sky,0,20.6667,-103.3333,14,6,16,11,1,12.87,19.87,9.87,82.0,1016.0,18.12,7.410578025138572,27.87,11.87,-1.0,10.87,False,True,False,False,False
MX,2025-11-16 20:47:28.614488,28.66,27.33,24,1009,2.18,clear sky,9,20.6667,-103.3333,20,6,16,11,1,11.87,12.87,27.87,94.0,1017.0,18.3175,7.759361550196428,28.66,11.87,16.79,26.87,False,True,False,False,False
MX,2025-11-17 02:47:28.581391,19.87,19.01,42,1013,2.06,clear sky,0,20.6667,-103.3333,2,0,17,11,0,28.66,11.87,19.87,24.0,1009.0,18.3175,7.759361550196428,28.66,11.87,-8.79,17.32,False,True,False,False,False
MX,2025-11-17 08:47:28.697388,13.39,12.51,66,1014,0.54,clear sky,0,20.6667,-103.3333,8,0,17,11,0,19.87,28.66,12.87,42.0,1013.0,18.4475,7.641127207421693,28.66,11.87,-6.48,13.6,False,True,False,False,False
MX,2025-11-17 14:47:28.611686,10.87,10.15,82,1017,1.54,clear sky,0,20.6667,-103.3333,14,0,17,11,0,13.39,19.87,11.87,66.0,1014.0,18.197499999999998,7.938628659913502,28.66,10.87,-2.5200000000000014,18.84,False,True,False,False,False
MX,2025-11-17 20:47:28.596053,26.87,26.3,29,1009,2.06,clear sky,0,20.6667,-103.3333,20,0,17,11,0,10.87,13.39,28.66,82.0,1017.0,17.75,7.165026168828698,26.87,10.87,16.0,27.87,False,True,False,False,False
MX,2025-11-18 02:47:28.596622,17.32,16.2,42,1015,1.36,scattered clouds,28,20.6667,-103.3333,2,1,18,11,0,26.87,10.87,19.87,29.0,1009.0,17.112499999999997,7.025612072979837,26.87,10.87,-9.55,19.87,False,True,False,False,False
MX,2025-11-18 08:47:28.627097,13.6,12.43,54,1016,0.11,clear sky,2,20.6667,-103.3333,8,1,18,11,0,17.32,26.87,13.39,42.0,1015.0,17.165,6.989213117368797,26.87,10.87,-3.7200000000000006,14.89,False,True,False,False,False
MX,2025-11-18 14:47:28.607383,18.84,17.95,45,1018,0.95,few clouds,16,20.6667,-103.3333,14,1,18,11,0,13.6,17.32,10.87,54.0,1016.0,19.1575,5.593021693741832,26.87,13.6,5.24,12.87,False,True,False,False,False
MX,2025-11-18 20:47:28.580352,27.87,26.92,28,1011,2.06,scattered clouds,40,20.6667,-103.3333,20,1,18,11,0,18.84,13.6,26.87,45.0,1018.0,19.4075,6.05586974210422,27.87,13.6,9.030000000000001,25.87,False,True,False,False,False
MX,2025-11-19 02:47:28.609500,19.87,19.27,52,1016,0.0,overcast clouds,100,20.6667,-103.3333,2,2,19,11,0,27.87,18.84,17.32,28.0,1011.0,20.045,5.894949816014845,27.87,13.6,-8.0,20.87,False,True,False,False,False
MX,2025-11-19 08:47:28.592594,14.89,14.05,62,1017,0.39,clear sky,7,20.6667,-103.3333,8,2,19,11,0,19.87,27.87,13.6,52.0,1016.0,20.3675,5.442771199796429,27.87,14.89,-4.98,13.87,False,True,False,False,False
MX,2025-11-19 14:47:28.629643,12.87,12.35,82,1019,0.0,clear sky,0,20.6667,-103.3333,14,2,19,11,0,14.89,19.87,18.84,62.0,1017.0,18.875,6.679328808595474,27.87,12.87,-2.0200000000000014,12.87,False,True,False,False,False
MX,2025-11-19 20:47:28.601055,25.87,25.58,41,1011,2.57,scattered clouds,40,20.6667,-103.3333,20,2,19,11,0,12.87,14.89,27.87,82.0,1019.0,18.375,5.798284228976714,25.87,12.87,13.000000000000002,25.87,False,True,False,False,False
MX,2025-11-20 02:47:28.601118,20.87,20.58,60,1017,2.06,scattered clouds,40,20.6667,-103.3333,2,3,20,11,0,25.87,12.87,19.87,41.0,1011.0,18.625,5.904808774775586,25.87,12.87,-5.0,18.87,False,True,False,False,False
MX,2025-11-20 08:47:28.658302,13.87,13.61,88,1016,0.0,few clouds,20,20.6667,-103.3333,8,3,20,11,0,20.87,25.87,14.89,60.0,1017.0,18.37,6.137317546507331,25.87,12.87,-7.000000000000002,14.35,False,True,False,False,False
MX,2025-11-20 14:47:28.641278,12.87,12.67,94,1018,0.0,scattered clouds,40,20.6667,-103.3333,14,3,20,11,0,13.87,20.87,12.87,88.0,1016.0,18.37,6.137317546507331,25.87,12.87,-1.0,18.43,False,True,False,False,False
MX,2025-11-20 20:47:28.661071,25.87,25.58,41,1010,4.63,broken clouds,75,20.6667,-103.3333,20,3,20,11,0,12.87,13.87,25.87,94.0,1018.0,18.37,6.137317546507331,25.87,12.87,13.000000000000002,28.55,False,True,False,False,False
MX,2025-11-21 02:47:28.613192,18.87,18.46,63,1016,1.54,few clouds,20,20.6667,-103.3333,2,4,21,11,0,25.87,12.87,20.87,41.0,1010.0,17.869999999999997,5.944184833375677,25.87,12.87,-7.0,18.87,False,True,False,False,False
MX,2025-11-21 08:47:28.602549,14.35,14.19,90,1016,0.94,clear sky,0,20.6667,-103.3333,8,4,21,11,0,18.87,25.87,13.87,63.0,1016.0,17.99,5.840456603154706,25.87,12.87,-4.520000000000001,13.87,False,True,False,False,False
MX,2025-11-21 14:47:28.581260,18.43,18.18,71,1017,0.75,clear sky,4,20.6667,-103.3333,14,4,21,11,0,14.35,18.87,12.87,90.0,1016.0,19.380000000000003,4.781338724666984,25.87,14.35,4.08,11.87,False,True,False,False,False
MX,2025-11-21 20:47:28.616362,28.55,27.46,29,1010,0.45,clear sky,4,20.6667,-103.3333,20,4,21,11,0,18.43,14.35,25.87,71.0,1017.0,20.05,6.020985522874704,28.55,14.35,10.120000000000001,26.87,False,True,False,False,False
MX,2025-11-22 02:47:28.619188,18.87,18.46,63,1014,0.0,broken clouds,75,20.6667,-103.3333,2,5,22,11,1,28.55,18.43,18.87,29.0,1010.0,20.05,6.020985522874704,28.55,14.35,-9.68,17.87,False,True,False,False,False
MX,2025-11-22 08:47:28.601847,13.87,13.45,82,1015,0.0,scattered clouds,40,20.6667,-103.3333,8,5,22,11,1,18.87,28.55,14.35,63.0,1014.0,19.930000000000003,6.175262477552414,28.55,13.87,-5.000000000000002,14.87,False,True,False,False,False
MX,2025-11-22 14:47:28.629900,11.87,11.57,94,1017,0.0,clear sky,0,20.6667,-103.3333,14,5,22,11,1,13.87,18.87,18.43,82.0,1015.0,18.29,7.446627872175886,28.55,11.87,-2.0,12.87,False,True,False,False,False
MX,2025-11-22 20:47:28.579356,26.87,26.72,39,1010,0.0,clear sky,0,20.6667,-103.3333,20,5,22,11,1,11.87,13.87,28.55,94.0,1017.0,17.87,6.683312551921146,26.87,11.87,15.000000000000002,26.87,False,True,False,False,False
MX,2025-11-23 02:47:28.621862,17.87,17.07,52,1015,0.0,scattered clouds,40,20.6667,-103.3333,2,6,23,11,1,26.87,11.87,18.87,39.0,1010.0,17.62,6.652067347825041,26.87,11.87,-9.0,17.87,False,True,False,False,False
MX,2025-11-23 08:47:28.575165,14.87,14.42,77,1017,0.0,few clouds,20,20.6667,-103.3333,8,6,23,11,1,17.87,26.87,13.87,52.0,1015.0,17.87,6.480740698407867,26.87,11.87,-3.0000000000000018,14.07,False,True,False,False,False
MX,2025-11-23 14:47:28.585142,12.87,12.51,88,1019,1.03,few clouds,20,20.6667,-103.3333,14,6,23,11,1,14.87,17.87,11.87,77.0,1017.0,18.119999999999997,6.1846584384264975,26.87,12.87,-2.0,12.87,False,True,False,False,False
MX,2025-11-23 20:47:28.615283,26.87,26.72,39,1011,0.0,clear sky,0,20.6667,-103.3333,20,6,23,11,1,12.87,14.87,26.87,88.0,1019.0,18.12,6.1846584384264975,26.87,12.87,14.000000000000002,25.87,False,True,False,False,False
MX,2025-11-24 02:47:28.553743,17.87,17.25,59,1015,0.0,few clouds,20,20.6667,-103.3333,2,0,24,11,0,26.87,12.87,17.87,39.0,1011.0,18.119999999999997,6.1846584384264975,26.87,12.87,-9.0,17.39,False,True,False,False,False
MX,2025-11-24 08:47:28.646858,14.07,13.41,72,1016,0.75,clear sky,0,20.6667,-103.3333,8,0,24,11,0,17.87,26.87,14.87,59.0,1015.0,17.92,6.335876682301622,26.87,12.87,-3.8000000000000007,14.16,False,True,False,False,False
MX,2025-11-24 14:47:28.617108,12.87,12.51,88,1018,1.54,clear sky,0,20.6667,-103.3333,14,0,24,11,0,14.07,17.87,12.87,72.0,1016.0,17.92,6.335876682301622,26.87,12.87,-1.200000000000001,11.87,False,True,False,False,False
MX,2025-11-24 20:47:28.574030,25.87,25.5,38,1010,2.06,scattered clouds,40,20.6667,-103.3333,20,0,24,11,0,12.87,14.07,26.87,88.0,1018.0,17.67,5.86742419351684,25.87,12.87,13.000000000000002,24.87,False,True,False,False,False
MX,2025-11-25 02:47:28.619367,17.39,16.54,52,1014,1.23,clear sky,2,20.6667,-103.3333,2,1,25,11,0,25.87,12.87,17.87,38.0,1010.0,17.55,5.866878784044097,25.87,12.87,-8.48,21.87,False,True,False,False,False
MX,2025-11-25 08:47:28.618663,14.16,13.54,73,1015,0.29,overcast clouds,100,20.6667,-103.3333,8,1,25,11,0,17.39,25.87,14.07,52.0,1014.0,17.5725,5.84923000630568,25.87,12.87,-3.2300000000000004,12.87,False,True,False,False,False
MX,2025-11-25 14:47:28.603265,11.87,11.38,87,1016,2.06,scattered clouds,40,20.6667,-103.3333,14,1,25,11,0,14.16,17.39,12.87,73.0,1015.0,17.3225,6.131760894446777,25.87,11.87,-2.290000000000001,10.87,False,True,False,False,False
MX,2025-11-25 20:47:28.611424,24.87,24.48,41,1009,2.57,scattered clouds,40,20.6667,-103.3333,20,1,25,11,0,11.87,14.16,25.87,87.0,1016.0,17.072499999999998,5.670110963052964,24.87,11.87,13.000000000000002,25.87,False,True,False,False,False
MX,2025-11-26 02:47:28.598219,21.87,21.39,49,1014,2.06,broken clouds,75,20.6667,-103.3333,2,2,26,11,0,24.87,11.87,17.39,41.0,1009.0,18.1925,6.173817700580418,24.87,11.87,-3.0,17.96,False,True,False,False,False
MX,2025-11-26 08:47:28.576267,12.87,12.35,82,1015,0.0,scattered clouds,40,20.6667,-103.3333,8,2,26,11,0,21.87,24.87,14.16,49.0,1014.0,17.87,6.480740698407867,24.87,11.87,-9.000000000000002,12.87,False,True,False,False,False
MX,2025-11-26 14:47:28.625770,10.87,10.28,87,1018,0.0,haze,20,20.6667,-103.3333,14,2,26,11,0,12.87,21.87,11.87,82.0,1015.0,17.619999999999997,6.800735254367727,24.87,10.87,-2.0,14.52,False,True,False,False,False
MX,2025-11-26 20:47:28.596853,25.87,25.45,36,1011,2.57,few clouds,20,20.6667,-103.3333,20,2,26,11,0,10.87,12.87,24.87,87.0,1018.0,17.87,7.164728420068231,25.87,10.87,15.000000000000002,25.87,False,True,False,False,False
MX,2025-11-27 02:47:28.593325,17.96,16.78,37,1016,0.62,scattered clouds,32,20.6667,-103.3333,2,3,27,11,0,25.87,10.87,21.87,36.0,1011.0,16.8925,6.687951230882797,25.87,10.87,-7.91,19.61,False,True,False,False,False
MX,2025-11-27 08:47:28.657812,12.87,12.2,76,1020,0.0,few clouds,20,20.6667,-103.3333,8,3,27,11,0,17.96,25.87,12.87,37.0,1016.0,16.8925,6.687951230882797,25.87,10.87,-5.090000000000002,15.87,False,True,False,False,False
MX,2025-11-27 14:47:28.615653,14.52,13.59,60,1022,1.8,few clouds,11,20.6667,-103.3333,14,3,27,11,0,12.87,17.96,10.87,76.0,1020.0,17.805,5.779668387257761,25.87,12.87,1.6500000000000004,16.81,False,True,False,False,False
MX,2025-11-27 20:47:28.664532,25.87,25.45,36,1014,3.6,few clouds,20,20.6667,-103.3333,20,3,27,11,0,14.52,12.87,25.87,60.0,1022.0,17.805,5.779668387257761,25.87,12.87,11.350000000000001,27.06,False,True,False,False,False
MX,2025-11-28 02:47:28.575225,19.61,18.7,41,1017,1.08,broken clouds,75,20.6667,-103.3333,2,4,28,11,0,25.87,14.52,17.96,36.0,1014.0,18.2175,5.852836207059509,25.87,12.87,-6.260000000000002,15.87,False,True,False,False,False
MX,2025-11-28 08:47:28.606756,15.87,15.05,59,1020,0.0,scattered clouds,40,20.6667,-103.3333,8,4,28,11,0,19.61,25.87,12.87,41.0,1017.0,18.9675,5.080422390576076,25.87,14.52,-3.74,14.61,False,True,False,False,False
MX,2025-11-28 14:47:28.561344,16.81,16.11,60,1022,1.76,scattered clouds,25,20.6667,-103.3333,14,4,28,11,0,15.87,19.61,14.52,59.0,1020.0,19.54,4.509087121210538,25.87,15.87,0.9399999999999995,9.87,False,True,False,False,False
MX,2025-11-28 20:47:28.612675,27.06,26.38,28,1014,0.51,broken clouds,71,20.6667,-103.3333,20,4,28,11,0,16.81,15.87,25.87,60.0,1022.0,19.8375,5.070275304819919,27.06,15.87,10.25,25.87,False,True,False,False,False
MX,2025-11-29 02:47:28.639057,15.87,15.05,59,1017,1.54,scattered clouds,40,20.6667,-103.3333,2,5,29,11,1,27.06,16.81,19.61,28.0,1014.0,18.9025,5.4563563849880685,27.06,15.87,-11.19,17.87,False,True,False,False,False
MX,2025-11-29 08:47:28.594372,14.61,13.75,62,1017,0.17,overcast clouds,95,20.6667,-103.3333,8,5,29,11,1,15.87,27.06,15.87,59.0,1017.0,18.5875,5.719792391337299,27.06,14.61,-1.2599999999999998,10.87,False,True,False,False,False
MX,2025-11-29 14:47:28.617999,9.87,9.87,87,1018,0.0,scattered clouds,40,20.6667,-103.3333,14,5,29,11,1,14.61,15.87,16.81,62.0,1017.0,16.8525,7.278792825736976,27.06,9.87,-4.74,7.87,False,True,False,False,False
MX,2025-11-29 20:47:28.568369,25.87,25.22,27,1011,0.0,scattered clouds,40,20.6667,-103.3333,20,5,29,11,1,9.87,14.61,27.06,87.0,1018.0,16.555,6.7258382377217565,25.87,9.87,16.0,25.87,False,True,False,False,False
MX,2025-11-30 02:47:28.661015,17.87,16.97,48,1016,2.06,scattered clouds,40,20.6667,-103.3333,2,6,30,11,1,25.87,9.87,15.87,27.0,1011.0,17.055,6.732277970097993,25.87,9.87,-8.0,19.87,False,True,False,False,False
MX,2025-11-30 08:47:28.603005,10.87,9.87,71,1016,0.0,scattered clouds,40,20.6667,-103.3333,8,6,30,11,1,17.87,25.87,14.61,48.0,1016.0,16.12,7.410578025138577,25.87,9.87,-7.000000000000002,12.87,False,True,False,False,False
MX,2025-11-30 14:47:28.610028,7.87,7.17,87,1018,1.54,scattered clouds,40,20.6667,-103.3333,14,6,30,11,1,10.87,17.87,9.87,71.0,1016.0,15.620000000000001,8.015609770940705,25.87,7.87,-2.999999999999999,13.87,False,True,False,False,False
MX,2025-11-30 20:47:28.604745,25.87,25.14,24,1010,3.09,scattered clouds,40,20.6667,-103.3333,20,6,30,11,1,7.87,10.87,25.87,87.0,1018.0,15.62,8.015609770940705,25.87,7.87,18.0,25.59,False,True,False,False,False
MX,2025-12-01 02:47:28.573042,19.87,19.01,42,1015,1.54,overcast clouds,100,20.6667,-103.3333,2,0,1,12,0,25.87,7.87,17.87,24.0,1010.0,16.12,8.26135582092916,25.87,7.87,-6.0,20.87,False,True,False,False,False
MX,2025-12-01 08:47:28.682291,12.87,12.07,71,1016,0.0,few clouds,20,20.6667,-103.3333,8,0,1,12,0,19.87,25.87,10.87,42.0,1015.0,16.62,7.889866919029757,25.87,7.87,-7.000000000000002,13.87,False,True,False,False,False
MX,2025-12-01 14:47:28.570193,13.87,13.19,72,1017,2.06,scattered clouds,40,20.6667,-103.3333,14,0,1,12,0,12.87,19.87,7.87,71.0,1016.0,18.119999999999997,6.020797289396155,25.87,12.87,1.0,17.79,False,True,False,False,False
MX,2025-12-01 20:47:28.574366,25.59,25.01,31,1010,4.25,broken clouds,76,20.6667,-103.3333,20,0,1,12,0,13.87,12.87,25.87,72.0,1017.0,18.05,5.901095943410294,25.59,12.87,11.72,17.79,False,True,False,False,False
MX,2025-11-06 08:47:28.553398,10.53,9.26,62,1019,2.57,clear sky,0,19.4285,-99.1277,8,3,6,11,0,17.75,22.75,20.53,36.0,1020.0,17.89,5.315963380862087,22.75,10.53,-7.220000000000001,9.96,False,False,True,False,False
MX,2025-11-06 14:47:28.582949,9.96,8.73,57,1022,2.57,clear sky,0,19.4285,-99.1277,14,3,6,11,0,10.53,17.75,20.53,62.0,1019.0,15.2475,6.13086385974005,22.75,9.96,-0.5699999999999985,11.96,False,False,True,False,False
MX,2025-11-06 20:47:28.566501,21.64,20.23,14,1013,2.06,scattered clouds,40,19.4285,-99.1277,20,3,6,11,0,9.96,10.53,22.75,57.0,1022.0,14.97,5.687149256584241,21.64,9.96,11.68,23.86,False,False,True,False,False
MX,2025-11-07 02:47:28.578127,15.53,14.39,48,1017,5.14,broken clouds,75,19.4285,-99.1277,2,4,7,11,0,21.64,9.96,17.75,14.0,1013.0,14.415000000000001,5.427832593832154,21.64,9.96,-6.110000000000001,17.75,False,False,True,False,False
MX,2025-11-07 08:47:28.595850,9.96,9.1,62,1017,2.06,clear sky,0,19.4285,-99.1277,8,4,7,11,0,15.53,21.64,10.53,48.0,1017.0,14.2725,5.56946062618874,21.64,9.96,-5.5699999999999985,10.96,False,False,True,False,False
MX,2025-11-07 14:47:28.604093,11.96,10.73,58,1018,2.06,clear sky,0,19.4285,-99.1277,14,4,7,11,0,9.96,15.53,9.96,62.0,1017.0,14.7725,5.125318689278421,21.64,9.96,2.0,9.96,False,False,True,False,False
